title,url,is_paid,price,level,platform,content
Microsoft Cybersecurity Analyst,https://www.coursera.org/search?query=Microsoft%20Cybersecurity%20Analyst,Coursera,0.0,All Levels,Coursera,microsoft cybersecurity analyst microsoft  cloud computing computer architecture data management leadership and management microsoft azure network security operating systems system security
Advanced Learning Algorithms,https://www.coursera.org/search?query=Advanced%20Learning%20Algorithms,Coursera,0.0,All Levels,Coursera,advanced learning algorithms deeplearningai  applied machine learning machine learning machine learning algorithms algorithms artificial neural networks deep learning network model tensorflow machine learning software python programming
Become a CBRS Certified Professional Installer by Google,https://www.coursera.org/search?query=Become%20a%20CBRS%20Certified%20Professional%20Installer%20by%20Google,Coursera,0.0,All Levels,Coursera,become a cbrs certified professional installer by google google  spectrum sharing  communication sas software regulations and compliance systems design system security network architecture process analysis training decision making operating systems
Financial Markets,https://www.coursera.org/search?query=Financial%20Markets,Coursera,0.0,All Levels,Coursera,financial markets yale university  finance investment management risk management banking behavioral economics critical thinking decision making financial analysis innovation regulations and compliance leadership and management
HRCI Human Resource Associate,https://www.coursera.org/search?query=HRCI%20Human%20Resource%20Associate,Coursera,0.0,All Levels,Coursera,hrci human resource associate hrci  benefits compensation employee relations mergers  acquisitions performance management recruitment risk management training
Excel Skills for Business,https://www.coursera.org/search?query=Excel%20Skills%20for%20Business,Coursera,0.0,All Levels,Coursera,excel skills for business macquarie university  spreadsheet software business analysis microsoft excel data analysis plot graphics data visualization data model databases finance leadership and management
The Bits and Bytes of Computer Networking,https://www.coursera.org/search?query=The%20Bits%20and%20Bytes%20of%20Computer%20Networking,Coursera,0.0,All Levels,Coursera,the bits and bytes of computer networking google  computer networking network architecture network model networking hardware network analysis critical thinking problem solving computer architecture human computer interaction network security cloud computing
IBM Machine Learning,https://www.coursera.org/search?query=IBM%20Machine%20Learning,Coursera,0.0,All Levels,Coursera,ibm machine learning ibm  machine learning machine learning algorithms human learning statistical machine learning data analysis probability  statistics applied machine learning algorithms forecasting statistical analysis regression deep learning general statistics python programming machine learning software artificial neural networks exploratory data analysis feature engineering correlation and dependence dimensionality reduction statistical tests probability distribution reinforcement learning basic descriptive statistics network model tensorflow
Indigenous Canada,https://www.coursera.org/search?query=Indigenous%20Canada,Coursera,0.0,All Levels,Coursera,indigenous canada university of alberta  critical thinking
Connect and Protect: Networks and Network Security,https://www.coursera.org/search?query=Connect%20and%20Protect:%20Networks%20and%20Network%20Security,Coursera,0.0,All Levels,Coursera,connect and protect networks and network security google  network security cloud computing network architecture
Preparing for Google Cloud Certification: Cloud Architect,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Architect,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud architect google cloud  google cloud platform cloud computing cloud applications cloud engineering cloud platforms cloud infrastructure cloud management cloud storage other cloud platforms and tools cloudbased integration computer networking devops google app engine computer architecture cross platform development kubernetes billing  invoicing computer security models critical thinking network architecture network analysis computer programming operational analysis software testing leadership and management
Neural Networks and Deep Learning,https://www.coursera.org/search?query=Neural%20Networks%20and%20Deep%20Learning,Coursera,0.0,All Levels,Coursera,neural networks and deep learning deeplearningai  artificial neural networks deep learning machine learning machine learning algorithms python programming computational logic computer programming network architecture network model calculus human learning regression mathematics
Business Analytics,https://www.coursera.org/search?query=Business%20Analytics,Coursera,0.0,All Levels,Coursera,business analytics university of pennsylvania  data analysis business analysis probability  statistics statistical analysis leadership and management strategy and operations basic descriptive statistics exploratory data analysis financial analysis forecasting data model mathematics performance management strategy accounting customer analysis human resources human resources operations market analysis market research marketing mathematical theory  analysis operations management operations research organizational development people analysis people management spreadsheet software talent management financial accounting collaboration finance regulations and compliance
Preparing for Google Cloud Certification: Cloud Engineer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Engineer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud engineer google cloud  cloud computing google cloud platform cloud platforms cloud applications cloud engineering cloud storage cloud infrastructure cloud management computer networking cloudbased integration computer architecture google app engine other cloud platforms and tools cross platform development devops kubernetes network architecture computer programming billing  invoicing data analysis leadership and management
IBM Introduction to Machine Learning,https://www.coursera.org/search?query=IBM%20Introduction%20to%20Machine%20Learning,Coursera,0.0,All Levels,Coursera,ibm introduction to machine learning ibm  machine learning machine learning algorithms algorithms statistical machine learning human learning probability  statistics applied machine learning data analysis regression general statistics python programming feature engineering machine learning software exploratory data analysis dimensionality reduction statistical analysis probability distribution statistical tests basic descriptive statistics
Modern Project Management,https://www.coursera.org/search?query=Modern%20Project%20Management,Coursera,0.0,All Levels,Coursera,modern project management skillup edtech  business analysis communication leadership and management project management risk management
Preparing for Google Cloud Certification: Machine Learning Engineer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Machine%20Learning%20Engineer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification machine learning engineer google cloud  machine learning google cloud platform applied machine learning cloud computing human learning machine learning software cloud platforms machine learning algorithms tensorflow deep learning feature engineering artificial neural networks training devops exploratory data analysis python programming cloudbased integration data analysis data visualization big data probability  statistics regression statistical programming statistical visualization algorithms continuous integration sql cloud api apache extract transform load docker software
Architecting with Google Compute Engine,https://www.coursera.org/search?query=Architecting%20with%20Google%20Compute%20Engine,Coursera,0.0,All Levels,Coursera,architecting with google compute engine google cloud  cloud applications cloud computing google cloud platform cloud infrastructure cloud platforms cloud management other cloud platforms and tools cloud engineering cloud storage cloudbased integration computer networking devops google app engine network architecture computer programming kubernetes leadership and management
SAP Technology Consultant,https://www.coursera.org/search?query=SAP%20Technology%20Consultant,Coursera,0.0,All Levels,Coursera,sap technology consultant sap  leadership and management strategy and operations cloudbased integration business analysis business transformation business process management cloud applications strategy customer analysis planning project management business intelligence software as a service supply chain and logistics cloud standards cloud computing network architecture software architecture system software communication
"JavaScript Programming with React, Node & MongoDB","https://www.coursera.org/search?query=JavaScript%20Programming%20with%20React,%20Node%20&%20MongoDB",Coursera,0.0,All Levels,Coursera,javascript programming with react node  mongodb ibm  javascript computer programming web development computer science frontend web development nosql react web framework
Digital Product Management,https://www.coursera.org/search?query=Digital%20Product%20Management,Coursera,0.0,All Levels,Coursera,digital product management university of virginia  agile software development product management leadership and management design and product software engineering product development project management user experience customer analysis product design user research data analysis communication continuous delivery people analysis planning product strategy strategy
Graphic Design,https://www.coursera.org/search?query=Graphic%20Design,Coursera,0.0,All Levels,Coursera,graphic design california institute of the arts  graphic design visual design communication computer graphic techniques computer graphics creativity graph theory visualization computer graphics geometry interactive design
"Python for Data Science, AI & Development","https://www.coursera.org/search?query=Python%20for%20Data%20Science,%20AI%20&%20Development",Coursera,0.0,All Levels,Coursera,python for data science ai  development ibm  python programming computer programming data analysis
AWS Cloud Solutions Architect,https://www.coursera.org/search?query=AWS%20Cloud%20Solutions%20Architect,Coursera,0.0,All Levels,Coursera,aws cloud solutions architect amazon web services  amazon web services cloud computing cloud storage data management big data cloud applications cloud engineering cloud platforms data analysis data warehousing extract transform load cloud management data architecture cloud infrastructure data visualization database design other cloud platforms and tools software architecture leadership and management machine learning
Preparing for Google Cloud Certification: Cloud Security Engineer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Security%20Engineer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud security engineer google cloud  cloud computing google cloud platform cloud platforms cloud engineering cloud infrastructure network security computer networking computer security models cloud applications cloud management cloud storage network architecture software security system security other cloud platforms and tools security engineering security strategy google app engine network model computer security incident management devops softwaredefined networking security software kubernetes leadership and management
AWS Cloud Technology Consultant,https://www.coursera.org/search?query=AWS%20Cloud%20Technology%20Consultant,Coursera,0.0,All Levels,Coursera,aws cloud technology consultant amazon web services  amazon web services cloud api cloud computing cloud infrastructure cloud storage continuous integration customer support data analysis data architecture devops information technology leadership and management project management python programming software architecture software testing strategy web development
Preparing for Google Cloud Certification: Cloud Data Engineer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Data%20Engineer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud data engineer google cloud  cloud computing google cloud platform cloud platforms big data data management data analysis data analysis software databases computer networking applied machine learning data warehousing machine learning sql communication cloud storage data architecture human learning machine learning algorithms machine learning software algorithms cloud applications cloud infrastructure distributed computing architecture business analysis leadership and management problem solving apache python programming warehouse management feature engineering statistical programming tensorflow
Data Analysis and Presentation Skills: the PwC Approach,https://www.coursera.org/search?query=Data%20Analysis%20and%20Presentation%20Skills:%20the%20PwC%20Approach,Coursera,0.0,All Levels,Coursera,data analysis and presentation skills the pwc approach pwc  data analysis business analysis data management data visualization microsoft excel data analysis software spreadsheet software problem solving statistical analysis interactive data visualization data structures statistical visualization extract transform load data model data visualization software general statistics big data critical thinking professional development visualization computer graphics decision making communication business communication storytelling customer analysis forecasting visual design planning
AWS Fundamentals,https://www.coursera.org/search?query=AWS%20Fundamentals,Coursera,0.0,All Levels,Coursera,aws fundamentals amazon web services  amazon web services cloud computing cloud infrastructure cloud management cloud applications cloud platforms cloud engineering cloud storage network security cloud api cloudbased integration computer security models security engineering security software security strategy system security software security distributed computing architecture other cloud platforms and tools data management database application database design databases software architecture data architecture continuous delivery data visualization leadership and management data analysis
Learn SQL Basics for Data Science,https://www.coursera.org/search?query=Learn%20SQL%20Basics%20for%20Data%20Science,Coursera,0.0,All Levels,Coursera,learn sql basics for data science university of california davis  databases sql data management data analysis big data data model exploratory data analysis database administration problem solving database design business analysis database application extract transform load critical thinking apache data architecture customer analysis distributed computing architecture data science
Leadership Skills,https://www.coursera.org/search?query=Leadership%20Skills,Coursera,0.0,All Levels,Coursera,leadership skills iima  iim ahmedabad  communication leadership and management people management
Introduction to Generative AI,https://www.coursera.org/search?query=Introduction%20to%20Generative%20AI,Coursera,0.0,All Levels,Coursera,introduction to generative ai google cloud  artificial neural networks deep learning machine learning
Tools of the Trade: Linux and SQL,https://www.coursera.org/search?query=Tools%20of%20the%20Trade:%20Linux%20and%20SQL,Coursera,0.0,All Levels,Coursera,tools of the trade linux and sql google  linux databases sql
"Data Engineering, Big Data, and Machine Learning on GCP","https://www.coursera.org/search?query=Data%20Engineering,%20Big%20Data,%20and%20Machine%20Learning%20on%20GCP",Coursera,0.0,All Levels,Coursera,data engineering big data and machine learning on gcp google cloud  google cloud platform cloud computing cloud platforms big data data analysis data management applied machine learning data warehousing machine learning sql cloud storage data architecture human learning machine learning algorithms machine learning software algorithms cloud applications cloud infrastructure distributed computing architecture apache python programming warehouse management feature engineering statistical programming tensorflow
Construction Management,https://www.coursera.org/search?query=Construction%20Management,Coursera,0.0,All Levels,Coursera,construction management columbia university  project management leadership and management strategy and operations planning estimation operations management budget management accounting decision making finance cost accounting critical thinking financial accounting performance management strategy financial analysis investment management financial management process analysis risk management computational thinking computational logic statistical visualization collaboration innovation change management business transformation supply chain and logistics feature engineering entrepreneurship
Cybersécurité Google,https://www.coursera.org/search?query=Cybersécurité%20Google,Coursera,0.0,All Levels,Coursera,cyberscurit google google  linux sql
Ciberseguridad de Google,https://www.coursera.org/search?query=Ciberseguridad%20de%20Google,Coursera,0.0,All Levels,Coursera,ciberseguridad de google google  computer programming databases linux python programming sql
Preparing for Google Cloud Certification: Cloud Developer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Developer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud developer google cloud  cloud applications cloud computing google cloud platform cloud infrastructure cloud platforms cloud api cloud engineering other cloud platforms and tools cloud management cloud storage cloud load balancing devops application development google app engine software architecture computer architecture docker software machine learning software kubernetes
Project Planning: Putting It All Together,https://www.coursera.org/search?query=Project%20Planning:%20Putting%20It%20All%20Together,Coursera,0.0,All Levels,Coursera,project planning putting it all together google  project management strategy and operations leadership and management entrepreneurship finance planning supply chain and logistics budget management communication risk management procurement
Search Engine Optimization (SEO),https://www.coursera.org/search?query=Search%20Engine%20Optimization%20(SEO),Coursera,0.0,All Levels,Coursera,search engine optimization seo university of california davis  marketing search engine optimization digital marketing strategy social media user experience customer analysis media strategy  planning user research web development market analysis data analysis market research marketing management marketing psychology user experience design web development tools algorithms brand management communication critical thinking influencing audit customer relationship management
Data Structures and Algorithms,https://www.coursera.org/search?query=Data%20Structures%20and%20Algorithms,Coursera,0.0,All Levels,Coursera,data structures and algorithms university of california san diego  algorithms theoretical computer science computer programming data structures problem solving mathematics computational thinking computer programming tools computational logic critical thinking graph theory programming principles mathematical theory  analysis c programming algebra software testing
Preparing for Google Cloud Certification: Cloud Network Engineer,https://www.coursera.org/search?query=Preparing%20for%20Google%20Cloud%20Certification:%20Cloud%20Network%20Engineer,Coursera,0.0,All Levels,Coursera,preparing for google cloud certification cloud network engineer google cloud  cloud computing google cloud platform cloud platforms cloud engineering cloud infrastructure computer networking cloud applications other cloud platforms and tools cloud management cloud storage network architecture network model network security devops softwaredefined networking google app engine kubernetes leadership and management
Attract and Engage Customers with Digital Marketing,https://www.coursera.org/search?query=Attract%20and%20Engage%20Customers%20with%20Digital%20Marketing,Coursera,0.0,All Levels,Coursera,attract and engage customers with digital marketing google  digital marketing marketing search engine optimization marketing management advertising media strategy  planning persona research web design web development web development tools
Introduction to Psychology,https://www.coursera.org/search?query=Introduction%20to%20Psychology,Coursera,0.0,All Levels,Coursera,introduction to psychology yale university  critical thinking
Networking in Google Cloud,https://www.coursera.org/search?query=Networking%20in%20Google%20Cloud,Coursera,0.0,All Levels,Coursera,networking in google cloud google cloud  cloud computing google cloud platform cloud platforms cloud engineering cloud infrastructure computer networking cloud applications other cloud platforms and tools cloud management cloud storage network architecture network model network security devops softwaredefined networking google app engine kubernetes leadership and management
Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/search?query=Linear%20Algebra%20for%20Machine%20Learning%20and%20Data%20Science,Coursera,0.0,All Levels,Coursera,linear algebra for machine learning and data science deeplearningai  algebra linear algebra mathematics python programming critical thinking dimensionality reduction machine learning algorithms mathematical theory  analysis machine learning
Developing Applications with Google Cloud,https://www.coursera.org/search?query=Developing%20Applications%20with%20Google%20Cloud,Coursera,0.0,All Levels,Coursera,developing applications with google cloud google cloud  cloud computing google cloud platform cloud applications cloud platforms cloud api cloud infrastructure other cloud platforms and tools cloud engineering cloud management cloud storage application development devops google app engine software architecture computer architecture machine learning software kubernetes
Security in Google Cloud,https://www.coursera.org/search?query=Security%20in%20Google%20Cloud,Coursera,0.0,All Levels,Coursera,security in google cloud google cloud  google cloud platform cloud computing cloud platforms cloud infrastructure cloud management security engineering system security cloud applications cloud engineering computer security models other cloud platforms and tools cloud storage network security security software security strategy software security devops google app engine kubernetes
ChatGPT Advanced Data Analysis,https://www.coursera.org/search?query=ChatGPT%20Advanced%20Data%20Analysis,Coursera,0.0,All Levels,Coursera,chatgpt advanced data analysis vanderbilt university  data analysis
Digital Marketing,https://www.coursera.org/search?query=Digital%20Marketing,Coursera,0.0,All Levels,Coursera,digital marketing university of illinois at urbanachampaign  digital marketing marketing market analysis media strategy  planning social media data analysis market research advertising communication strategy business analysis data visualization exploratory data analysis data management brand management marketing management data analysis software decision making marketing design critical thinking process analysis business communication business intelligence business transformation interactive data visualization collaboration innovation planning
What is Data Science?,https://www.coursera.org/search?query=What%20is%20Data%20Science?,Coursera,0.0,All Levels,Coursera,what is data science ibm  data science data mining big data data analysis deep learning machine learning regression writing
Gestión de Proyectos de Google,https://www.coursera.org/search?query=Gestión%20de%20Proyectos%20de%20Google,Coursera,0.0,All Levels,Coursera,gestin de proyectos de google google  leadership and management project management strategy and operations organizational development planning strategy collaboration communication adaptability change management decision making media strategy  planning process analysis probability  statistics risk management scrum software development agile software development budget management natural language processing product management prospecting and qualification search engine optimization product development estimation software engineering supply chain and logistics
Business Strategy,https://www.coursera.org/search?query=Business%20Strategy,Coursera,0.0,All Levels,Coursera,business strategy university of virginia  strategy strategy and operations leadership and management entrepreneurship marketing sales market analysis business development business analysis business transformation finance investment management planning product strategy business design research and design risk management
"HTML, CSS, and Javascript for Web Developers","https://www.coursera.org/search?query=HTML,%20CSS,%20and%20Javascript%20for%20Web%20Developers",Coursera,0.0,All Levels,Coursera,html css and javascript for web developers johns hopkins university  frontend web development html and css javascript web development
Applied Data Science with Python,https://www.coursera.org/search?query=Applied%20Data%20Science%20with%20Python,Coursera,0.0,All Levels,Coursera,applied data science with python university of michigan  python programming data analysis computer programming machine learning algorithms applied machine learning data mining machine learning algorithms exploratory data analysis statistical programming data management extract transform load natural language processing critical thinking statistical machine learning graph theory network analysis computer programming tools human learning data visualization network model data analysis software regression computer networking general statistics network architecture plot graphics visualization computer graphics computer graphics
Google データアナリティクス,https://www.coursera.org/search?query=Google%20データアナリティクス,Coursera,0.0,All Levels,Coursera,google  google  data analysis databases data analysis software data management data visualization sql spreadsheet software business analysis process analysis microsoft excel data structures business research problem solving r programming visualization computer graphics data visualization software decision making exploratory data analysis big data communication planning statistical analysis tableau software computer programming plot graphics leadership and management
Foundations of Positive Psychology,https://www.coursera.org/search?query=Foundations%20of%20Positive%20Psychology,Coursera,0.0,All Levels,Coursera,foundations of positive psychology university of pennsylvania  resilience
Introduction to Data Analytics,https://www.coursera.org/search?query=Introduction%20to%20Data%20Analytics,Coursera,0.0,All Levels,Coursera,introduction to data analytics ibm  data analysis databases python programming sql data management data mining data science data visualization nosql r programming microsoft excel
DevOps on AWS,https://www.coursera.org/search?query=DevOps%20on%20AWS,Coursera,0.0,All Levels,Coursera,devops on aws amazon web services  amazon web services cloud computing continuous delivery continuous integration devops devops tools cloud applications cloud infrastructure cloud management cloud platforms cloud standards software testing leadership and management cloud storage
Mathematics for Machine Learning,https://www.coursera.org/search?query=Mathematics%20for%20Machine%20Learning,Coursera,0.0,All Levels,Coursera,mathematics for machine learning imperial college london  algebra linear algebra mathematics machine learning mathematical theory  analysis computer programming python programming machine learning algorithms calculus computational logic algorithms applied machine learning differential equations problem solving statistical analysis dimensionality reduction statistical programming regression
Certified in Cybersecurity,https://www.coursera.org/search?query=Certified%20in%20Cybersecurity,Coursera,0.0,All Levels,Coursera,certified in cybersecurity isc2  computer security incident management risk management leadership and management network security cryptography cyberattacks operations management
"Start the UX Design Process: Empathize, Define, and Ideate","https://www.coursera.org/search?query=Start%20the%20UX%20Design%20Process:%20Empathize,%20Define,%20and%20Ideate",Coursera,0.0,All Levels,Coursera,start the ux design process empathize define and ideate google  audit collaboration human computer interaction user experience user experience design user research
Connected Leadership,https://www.coursera.org/search?query=Connected%20Leadership,Coursera,0.0,All Levels,Coursera,connected leadership yale university  leadership and management change management people management process analysis
"Unsupervised Learning, Recommenders, Reinforcement Learning","https://www.coursera.org/search?query=Unsupervised%20Learning,%20Recommenders,%20Reinforcement%20Learning",Coursera,0.0,All Levels,Coursera,unsupervised learning recommenders reinforcement learning deeplearningai  algorithms machine learning machine learning algorithms applied machine learning human learning deep learning machine learning software artificial neural networks reinforcement learning tensorflow
Supply Chain Management,https://www.coursera.org/search?query=Supply%20Chain%20Management,Coursera,0.0,All Levels,Coursera,supply chain management rutgers the state university of new jersey  supply chain systems supply chain and logistics planning strategy and operations business process management inventory management leadership and management operations management business analysis continuous delivery data analysis estimation forecasting spreadsheet software statistical analysis strategy warehouse management probability  statistics transportation operations management material handling shipping and receiving store management operations research performance management
"TESOL Certificate, Part 1: Teach English Now!","https://www.coursera.org/search?query=TESOL%20Certificate,%20Part%201:%20Teach%20English%20Now!",Coursera,0.0,All Levels,Coursera,tesol certificate part 1 teach english now arizona state university  human learning planning strategy mergers  acquisitions
Reinforcement Learning,https://www.coursera.org/search?query=Reinforcement%20Learning,Coursera,0.0,All Levels,Coursera,reinforcement learning university of alberta  machine learning reinforcement learning algorithms human learning machine learning algorithms applied machine learning computer programming python programming statistical machine learning statistical programming artificial neural networks planning decision making
Tableau Business Intelligence Analyst,https://www.coursera.org/search?query=Tableau%20Business%20Intelligence%20Analyst,Coursera,0.0,All Levels,Coursera,tableau business intelligence analyst tableau learning partner  business analysis data analysis data architecture data management data visualization interactive data visualization project management tableau software
Process Data from Dirty to Clean,https://www.coursera.org/search?query=Process%20Data%20from%20Dirty%20to%20Clean,Coursera,0.0,All Levels,Coursera,process data from dirty to clean google  data analysis sql spreadsheet software general statistics databases extract transform load microsoft excel
Generative Adversarial Networks (GANs),https://www.coursera.org/search?query=Generative%20Adversarial%20Networks%20(GANs),Coursera,0.0,All Levels,Coursera,generative adversarial networks gans deeplearningai  machine learning artificial neural networks machine learning algorithms python programming deep learning machine learning software statistical programming computer vision computer programming human learning problem solving
Improve Your English Communication Skills,https://www.coursera.org/search?query=Improve%20Your%20English%20Communication%20Skills,Coursera,0.0,All Levels,Coursera,improve your english communication skills georgia institute of technology  communication writing business communication professional development
Agile Project Management,https://www.coursera.org/search?query=Agile%20Project%20Management,Coursera,0.0,All Levels,Coursera,agile project management google  agile software development software engineering project management scrum software development strategy and operations collaboration leadership and management communication entrepreneurship product management influencing problem solving
Security Analyst Fundamentals,https://www.coursera.org/search?query=Security%20Analyst%20Fundamentals,Coursera,0.0,All Levels,Coursera,security analyst fundamentals ibm  security strategy computer security incident management python programming cyberattacks devops mobile security software security system software computer programming leadership and management
Data Science,https://www.coursera.org/search?query=Data%20Science,Coursera,0.0,All Levels,Coursera,data science johns hopkins university  r programming data analysis statistical programming statistical analysis computer programming exploratory data analysis general statistics problem solving data analysis software probability  statistics computer programming tools critical thinking programming principles statistical tests data management data structures statistical machine learning basic descriptive statistics algorithms data model human learning machine learning machine learning algorithms process analysis correlation and dependence data visualization data visualization software plot graphics regression computer graphics interactive data visualization applied machine learning big data computational thinking data mining estimation extract transform load mathematics probability distribution databases machine learning software communication computer graphic techniques knitr natural language processing visualization computer graphics interactive design web development
Google Marketing Digital e E-Commerce,https://www.coursera.org/search?query=Google%20Marketing%20Digital%20e%20E-Commerce,Coursera,0.0,All Levels,Coursera,google marketing digital e ecommerce google  ecommerce marketing search engine optimization strategy
Meta Marketing Analytics,https://www.coursera.org/search?query=Meta%20Marketing%20Analytics,Coursera,0.0,All Levels,Coursera,meta marketing analytics meta  marketing digital marketing advertising data analysis marketing management media strategy  planning business analysis statistical analysis probability  statistics market analysis communication general statistics experiment regression statistical tests market research basic descriptive statistics probability distribution brand management forecasting research and design data visualization computer programming data management databases python programming sql statistical programming storytelling tableau software
"NoSQL, Big Data, and Spark Foundations","https://www.coursera.org/search?query=NoSQL,%20Big%20Data,%20and%20Spark%20Foundations",Coursera,0.0,All Levels,Coursera,nosql big data and spark foundations ibm  apache big data data management distributed computing architecture databases nosql extract transform load sql cloud computing data model machine learning data architecture database administration database design cloud applications ibm cloud kubernetes python programming data warehousing
Accelerated Computer Science Fundamentals,https://www.coursera.org/search?query=Accelerated%20Computer%20Science%20Fundamentals,Coursera,0.0,All Levels,Coursera,accelerated computer science fundamentals university of illinois at urbanachampaign  computer programming c programming language family data structures algorithms c programming theoretical computer science programming principles computational thinking problem solving computer programming tools critical thinking graph theory
Regulatory Compliance,https://www.coursera.org/search?query=Regulatory%20Compliance,Coursera,0.0,All Levels,Coursera,regulatory compliance university of pennsylvania  regulations and compliance critical thinking leadership and management organizational development risk management strategy and operations strategy employee relations finance audit business process management communication accounting financial accounting operations management people management brand management data management
AI Product Management,https://www.coursera.org/search?query=AI%20Product%20Management,Coursera,0.0,All Levels,Coursera,ai product management duke university  machine learning machine learning algorithms applied machine learning probability  statistics regression design and product human computer interaction communication human factors security human learning user experience user experience design data analysis data mining deep learning project management algorithms data science leadership and management
Introduction to Programming with Python and Java,https://www.coursera.org/search?query=Introduction%20to%20Programming%20with%20Python%20and%20Java,Coursera,0.0,All Levels,Coursera,introduction to programming with python and java university of pennsylvania  computer programming python programming programming principles java programming computer programming tools data analysis data structures problem solving computational logic computational thinking critical thinking data analysis software data management data visualization exploratory data analysis software engineering data science
Mergers and Acquisitions,https://www.coursera.org/search?query=Mergers%20and%20Acquisitions,Coursera,0.0,All Levels,Coursera,mergers and acquisitions university of illinois at urbanachampaign  mergers  acquisitions finance accounting financial analysis financial accounting banking business analysis investment management financial management data analysis market analysis corporate accouting taxes
Operating Systems and You: Becoming a Power User,https://www.coursera.org/search?query=Operating%20Systems%20and%20You:%20Becoming%20a%20Power%20User,Coursera,0.0,All Levels,Coursera,operating systems and you becoming a power user google  linux leadership and management operating systems
Data Science: Foundations using R,https://www.coursera.org/search?query=Data%20Science:%20Foundations%20using%20R,Coursera,0.0,All Levels,Coursera,data science foundations using r johns hopkins university  data analysis r programming statistical programming exploratory data analysis computer programming computer programming tools data management programming principles data analysis software data structures statistical analysis critical thinking problem solving general statistics process analysis basic descriptive statistics computational thinking big data data mining data visualization databases extract transform load plot graphics communication computer graphic techniques computer graphics interactive data visualization knitr visualization computer graphics
Achieving Personal and Professional Success,https://www.coursera.org/search?query=Achieving%20Personal%20and%20Professional%20Success,Coursera,0.0,All Levels,Coursera,achieving personal and professional success university of pennsylvania  communication human learning professional development critical thinking leadership development leadership and management people analysis decision making emotional intelligence people development adaptability planning negotiation influencing innovation
Artificial Intelligence in Marketing,https://www.coursera.org/search?query=Artificial%20Intelligence%20in%20Marketing,Coursera,0.0,All Levels,Coursera,artificial intelligence in marketing university of virginia  digital marketing marketing algorithms customer relationship management market analysis strategy machine learning software marketing management network analysis product strategy
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","https://www.coursera.org/search?query=Improving%20Deep%20Neural%20Networks:%20Hyperparameter%20Tuning,%20Regularization%20and%20Optimization",Coursera,0.0,All Levels,Coursera,improving deep neural networks hyperparameter tuning regularization and optimization deeplearningai  applied machine learning deep learning machine learning artificial neural networks machine learning algorithms algorithms computer programming mathematics python programming mathematical theory  analysis tensorflow human learning
Business Analytics with Excel: Elementary to Advanced,https://www.coursera.org/search?query=Business%20Analytics%20with%20Excel:%20Elementary%20to%20Advanced,Coursera,0.0,All Levels,Coursera,business analytics with excel elementary to advanced johns hopkins university  business analysis data analysis data visualization spreadsheet software data model decision making microsoft excel process analysis statistical visualization
Leading People and Teams,https://www.coursera.org/search?query=Leading%20People%20and%20Teams,Coursera,0.0,All Levels,Coursera,leading people and teams university of michigan  human resources leadership and management people development strategy and operations leadership development talent management business psychology people analysis communication people management strategy human learning human resources operations business communication collaboration influencing performance management conflict management employee relations business analysis marketing recruitment
AI for Good,https://www.coursera.org/search?query=AI%20for%20Good,Coursera,0.0,All Levels,Coursera,ai for good deeplearningai  artificial neural networks computer vision exploratory data analysis machine learning natural language processing python programming
Project Execution: Running the Project,https://www.coursera.org/search?query=Project%20Execution:%20Running%20the%20Project,Coursera,0.0,All Levels,Coursera,project execution running the project google  leadership and management communication project management strategy and operations business communication collaboration risk management planning
UCI Project Management,https://www.coursera.org/search?query=UCI%20Project%20Management,Coursera,0.0,All Levels,Coursera,uci project management university of california irvine  leadership and management strategy and operations project management planning
(ISC)² Systems Security Certified Practitioner (SSCP),https://www.coursera.org/search?query=(ISC)²%20Systems%20Security%20Certified%20Practitioner%20(SSCP),Coursera,0.0,All Levels,Coursera,isc systems security certified practitioner sscp isc2  security engineering system security network security software security computer security incident management leadership and management security software risk management strategy and operations algorithms cloud computing cryptography cyberattacks operations management security strategy human factors security softwaredefined networking cloud applications communication financial accounting
Crash Course on Python,https://www.coursera.org/search?query=Crash%20Course%20on%20Python,Coursera,0.0,All Levels,Coursera,crash course on python google  computer programming data structures problem solving python programming
Programming for Everybody (Getting Started with Python),https://www.coursera.org/search?query=Programming%20for%20Everybody%20(Getting%20Started%20with%20Python),Coursera,0.0,All Levels,Coursera,programming for everybody getting started with python university of michigan  algorithms computational thinking computer programming computer programming tools critical thinking problem solving programming principles python programming software engineering theoretical computer science
